Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Segment;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity
8395;CA-2016-142594;1/12/2016;6/12/2016;Second Class;EJ-14155;Consumer;Franklin;Massachusetts;2038;East;OFF-AP-10002945;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;901,95;3
2016;CA-2016-145905;18/09/2016;23/09/2016;Standard Class;AM-10705;Consumer;Auburn;Alabama;36830;South;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;900,08;4
3505;CA-2016-150945;18/12/2016;20/12/2016;Second Class;JK-16120;Home Office;New York City;New York;10009;East;OFF-ST-10003716;Office Supplies;Storage;Tennsco Double-Tier Lockers;900,08;4
9618;CA-2017-160633;16/11/2017;21/11/2017;Standard Class;BS-11380;Corporate;Bowling Green;Ohio;43402;East;TEC-CO-10002095;Technology;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;899,982;3
3705;CA-2015-104941;13/06/2015;19/06/2015;Standard Class;DH-13075;Corporate;Decatur;Alabama;35601;South;TEC-CO-10004202;Technology;Copiers;Brother DCP1000 Digital 3 in 1 Multifunction Machine;899,97;3
5342;CA-2015-146486;9/11/2015;14/11/2015;Second Class;DV-13465;Consumer;Oceanside;New York;11572;East;TEC-AC-10002637;Technology;Accessories;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);899,95;5
5726;CA-2015-103933;25/09/2015;27/09/2015;First Class;DR-12880;Corporate;New York City;New York;10011;East;TEC-AC-10004171;Technology;Accessories;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;899,91;9
461;CA-2015-109638;15/12/2015;22/12/2015;Standard Class;JH-15985;Consumer;Seattle;Washington;98115;West;TEC-AC-10004571;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;899,91;9
6408;CA-2017-161774;14/05/2017;15/05/2017;First Class;GT-14710;Consumer;Houston;Texas;77041;Central;FUR-CH-10003981;Furniture;Chairs;Global Commerce Series Low-Back Swivel/Tilt Chairs;899,43;5
9348;CA-2017-109085;17/02/2017;20/02/2017;First Class;CK-12325;Home Office;Troy;Ohio;45373;East;FUR-CH-10003981;Furniture;Chairs;Global Commerce Series Low-Back Swivel/Tilt Chairs;899,43;5
190;CA-2015-102281;12/10/2015;14/10/2015;First Class;MP-17470;Home Office;New York City;New York;10035;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;899,136;4
1368;US-2017-155425;10/11/2017;11/11/2017;First Class;AB-10600;Corporate;Tucson;Arizona;85705;West;FUR-CH-10003312;Furniture;Chairs;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;899,136;4
4929;CA-2017-143245;1/12/2017;6/12/2017;Standard Class;AD-10180;Home Office;Fairfield;Connecticut;6824;East;FUR-CH-10000155;Furniture;Chairs;Global Comet Stacking Armless Chair;897,15;3
9735;CA-2014-114321;20/08/2014;25/08/2014;Standard Class;NC-18535;Corporate;Hampton;Virginia;23666;South;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;896,99;1
3325;CA-2014-165309;11/11/2014;15/11/2014;Standard Class;KD-16270;Consumer;Houston;Texas;77095;Central;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;896,99;5
4292;CA-2017-102407;9/12/2017;13/12/2017;Second Class;AT-10435;Home Office;Los Angeles;California;90004;West;FUR-TA-10003748;Furniture;Tables;Bevis 36 x 72 Conference Tables;896,328;9
9834;CA-2017-130302;14/09/2017;19/09/2017;Standard Class;CY-12745;Corporate;Springfield;Ohio;45503;East;TEC-AC-10002001;Technology;Accessories;Logitech Wireless Gaming Headset G930;895,944;7
1920;US-2017-111423;17/08/2017;19/08/2017;First Class;EH-13765;Corporate;Watertown;New York;13601;East;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;895,92;5
2120;CA-2017-155460;13/04/2017;15/04/2017;First Class;RW-19630;Corporate;Seattle;Washington;98105;West;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;895,92;5
2994;CA-2017-147291;11/03/2017;17/03/2017;Standard Class;MJ-17740;Consumer;Detroit;Michigan;48227;Central;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;895,92;4
4708;CA-2017-138149;29/06/2017;30/06/2017;First Class;WB-21850;Consumer;Los Angeles;California;90049;West;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;895,92;5
2290;CA-2017-115154;8/01/2017;11/01/2017;First Class;RS-19420;Corporate;Seattle;Washington;98115;West;FUR-TA-10001950;Furniture;Tables;Balt Solid Wood Round Tables;892,98;2
8055;CA-2015-121188;28/08/2015;4/09/2015;Standard Class;CB-12025;Consumer;Los Angeles;California;90049;West;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;892,35;5
1191;CA-2017-117212;26/02/2017;28/02/2017;Second Class;BT-11530;Home Office;Los Angeles;California;90036;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;892,224;3
7646;CA-2015-161452;5/04/2015;11/04/2015;Standard Class;CA-11965;Corporate;Los Angeles;California;90036;West;FUR-CH-10003973;Furniture;Chairs;GuestStacker Chair with Chrome Finish Legs;892,224;3
7058;CA-2016-165330;11/12/2016;11/12/2016;Same Day;WB-21850;Consumer;Anaheim;California;92804;West;FUR-TA-10004619;Furniture;Tables;Hon Non-Folding Utility Tables;892,136;7
7306;CA-2014-137274;29/03/2014;2/04/2014;Standard Class;MG-18145;Consumer;Plano;Texas;75023;Central;FUR-TA-10001889;Furniture;Tables;Bush Advantage Collection Racetrack Conference Table;890,841;3
1190;CA-2017-117212;26/02/2017;28/02/2017;Second Class;BT-11530;Home Office;Los Angeles;California;90036;West;TEC-PH-10004447;Technology;Phones;Toshiba IPT2010-SD IP Telephone;889,536;8
6184;CA-2015-158421;21/09/2015;26/09/2015;Standard Class;GB-14575;Consumer;Columbia;South Carolina;29203;South;OFF-ST-10004186;Office Supplies;Storage;Stur-D-Stor Shelving, Vertical 5-Shelf: 72H x 36W x 18 1/2D;887,84;8
7594;CA-2016-158778;5/09/2016;9/09/2016;Standard Class;DB-13210;Consumer;Philadelphia;Pennsylvania;19134;East;FUR-CH-10000309;Furniture;Chairs;Global Comet Stacking Arm Chair;887,271;3
9118;CA-2017-153045;19/01/2017;24/01/2017;Second Class;NS-18505;Consumer;Philadelphia;Pennsylvania;19140;East;FUR-CH-10000309;Furniture;Chairs;Global Comet Stacking Arm Chair;887,271;3
4251;CA-2014-168130;19/09/2014;19/09/2014;Same Day;BS-11365;Corporate;New York City;New York;10011;East;FUR-CH-10000988;Furniture;Chairs;Hon Olson Stacker Stools;887,103;7
5883;CA-2016-133935;18/09/2016;22/09/2016;Standard Class;JW-15220;Corporate;San Diego;California;92105;West;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;885,528;9
709;CA-2014-112158;2/12/2014;4/12/2014;First Class;DP-13165;Consumer;New York City;New York;10035;East;FUR-BO-10003272;Furniture;Bookcases;O'Sullivan Living Dimensions 5-Shelf Bookcases;883,92;5
2660;CA-2015-135538;24/12/2015;28/12/2015;Standard Class;HR-14830;Corporate;Gilbert;Arizona;85234;West;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;883,84;4
6709;CA-2015-123141;14/11/2015;19/11/2015;Standard Class;GZ-14470;Consumer;Rio Rancho;New Mexico;87124;West;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;883,84;4
2202;US-2014-165659;1/06/2014;6/06/2014;Standard Class;LT-17110;Consumer;Little Rock;Arkansas;72209;South;TEC-PH-10002563;Technology;Phones;Adtran 1202752G1;881,93;7
9250;CA-2016-127761;10/11/2016;14/11/2016;Standard Class;SW-20275;Consumer;New York City;New York;10009;East;TEC-PH-10003691;Technology;Phones;BlackBerry Q10;881,93;7
3750;CA-2017-161956;27/08/2017;29/08/2017;Second Class;DR-12880;Corporate;Inglewood;California;90301;West;TEC-CO-10001571;Technology;Copiers;Sharp 1540cs Digital Laser Copier;879,984;2
3825;CA-2015-140984;14/09/2015;18/09/2015;Standard Class;CC-12685;Consumer;New York City;New York;10011;East;TEC-CO-10001571;Technology;Copiers;Sharp 1540cs Digital Laser Copier;879,984;2
7784;CA-2016-162236;4/11/2016;6/11/2016;Second Class;ER-13855;Corporate;Charlotte;North Carolina;28205;South;FUR-TA-10002533;Furniture;Tables;BPI Conference Tables;876,3;10
1469;CA-2017-139199;9/12/2017;13/12/2017;Standard Class;DK-12835;Corporate;Detroit;Michigan;48234;Central;FUR-CH-10000847;Furniture;Chairs;Global Executive Mid-Back Manager's Chair;872,94;3
7691;US-2017-128951;15/07/2017;17/07/2017;First Class;RS-19420;Corporate;Suffolk;Virginia;23434;South;FUR-TA-10004575;Furniture;Tables;Hon 5100 Series Wood Tables;872,94;3
2024;CA-2016-168354;19/09/2016;21/09/2016;First Class;RH-19510;Home Office;Providence;Rhode Island;2908;East;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;872,32;4
6566;CA-2014-166086;7/05/2014;12/05/2014;Standard Class;CT-11995;Consumer;Lawrence;Massachusetts;1841;East;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;872,32;4
6474;CA-2016-113292;18/03/2016;20/03/2016;Second Class;DB-13060;Consumer;Columbia;Tennessee;38401;South;OFF-AP-10003590;Office Supplies;Appliances;Hoover WindTunnel Plus Canister Vacuum;871,8;3
4270;US-2017-124821;25/06/2017;29/06/2017;Second Class;AM-10705;Consumer;Seattle;Washington;98115;West;FUR-TA-10000688;Furniture;Tables;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;871,4;4
2521;CA-2016-124352;15/10/2016;21/10/2016;Standard Class;CD-12790;Home Office;Oklahoma City;Oklahoma;73120;Central;OFF-AP-10002651;Office Supplies;Appliances;Hoover Upright Vacuum With Dirt Cup;868,59;3
7397;CA-2016-110975;25/12/2016;30/12/2016;Standard Class;DB-12970;Corporate;New York City;New York;10024;East;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;866,646;3
425;CA-2017-155705;21/08/2017;23/08/2017;Second Class;NF-18385;Consumer;Jackson;Mississippi;39212;South;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;866,4;4
5754;CA-2016-118514;3/02/2016;10/02/2016;Standard Class;LC-17050;Consumer;Richmond;Kentucky;40475;South;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;866,4;4
4683;CA-2016-127698;1/12/2016;1/12/2016;Same Day;MV-18190;Consumer;Raleigh;North Carolina;27604;South;TEC-PH-10003811;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;863,928;9
1261;CA-2017-117079;23/10/2017;27/10/2017;Standard Class;JR-15700;Consumer;Jacksonville;Florida;32216;South;TEC-PH-10004586;Technology;Phones;Wilson SignalBoost 841262 DB PRO Amplifier Kit;863,88;3
1923;CA-2016-156685;8/07/2016;10/07/2016;Second Class;SC-20230;Corporate;Arlington;Texas;76017;Central;TEC-PH-10004345;Technology;Phones;Cisco SPA 502G IP Phone;863,64;9
8168;CA-2016-144148;31/07/2016;5/08/2016;Standard Class;AH-10690;Corporate;San Francisco;California;94122;West;FUR-TA-10002774;Furniture;Tables;Laminate Occasional Tables;863,128;7
4265;US-2016-131611;5/11/2016;9/11/2016;Standard Class;EP-13915;Consumer;Houston;Texas;77036;Central;FUR-TA-10002774;Furniture;Tables;Laminate Occasional Tables;863,128;8
6930;CA-2016-140382;23/06/2016;25/06/2016;Second Class;RD-19900;Consumer;San Francisco;California;94109;West;TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;862,344;7
7953;CA-2015-145814;19/11/2015;24/11/2015;Standard Class;KD-16345;Consumer;New York City;New York;10035;East;TEC-PH-10002200;Technology;Phones;Aastra 6757i CT Wireless VoIP phone;861,76;4
3996;CA-2015-105627;8/03/2015;12/03/2015;Standard Class;DK-12895;Consumer;Kenosha;Wisconsin;53142;Central;FUR-CH-10002084;Furniture;Chairs;Hon Mobius Operator's Chair;860,93;7
6041;CA-2017-122364;24/09/2017;29/09/2017;Standard Class;FA-14230;Corporate;Los Angeles;California;90008;West;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;859,2;3
9332;CA-2016-108056;29/09/2016;3/10/2016;Standard Class;ES-14080;Corporate;Springfield;Oregon;97477;West;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;859,2;3
5506;CA-2017-127782;2/11/2017;6/11/2017;Standard Class;TH-21115;Corporate;Philadelphia;Pennsylvania;19140;East;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;859,2;4
2641;CA-2017-108441;12/06/2017;18/06/2017;Standard Class;SB-20170;Consumer;New York City;New York;10035;East;FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;858,24;4
8915;US-2016-144057;9/05/2016;13/05/2016;Standard Class;CV-12805;Corporate;Austin;Texas;78745;Central;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;856,656;6
1031;CA-2014-163552;11/07/2014;15/07/2014;Standard Class;LA-16780;Corporate;Hackensack;New Jersey;7601;East;FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;854,94;3
1203;CA-2016-114727;18/07/2016;24/07/2016;Standard Class;LS-16945;Corporate;Denver;Colorado;80219;West;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;854,352;3
4023;CA-2014-154963;22/06/2014;27/06/2014;Standard Class;AA-10645;Consumer;Chester;Pennsylvania;19013;East;FUR-CH-10000454;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;853,93;5
8961;CA-2017-150266;25/11/2017;30/11/2017;Standard Class;RO-19780;Consumer;Houston;Texas;77070;Central;FUR-CH-10002126;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs;853,93;5
1690;CA-2014-142839;16/08/2014;20/08/2014;Standard Class;TS-21610;Consumer;Philadelphia;Pennsylvania;19143;East;FUR-TA-10001539;Furniture;Tables;Chromcraft Rectangular Conference Tables;853,092;6
7625;CA-2015-136805;23/05/2015;27/05/2015;Second Class;NM-18445;Home Office;Detroit;Michigan;48234;Central;OFF-AP-10001394;Office Supplies;Appliances;Harmony Air Purifier;850,5;5
9704;CA-2017-147032;31/07/2017;4/08/2017;Standard Class;LB-16795;Home Office;Wilmington;Delaware;19805;East;OFF-BI-10003656;Office Supplies;Binders;Fellowes PB200 Plastic Comb Binding Machine;849,95;5
9877;US-2017-166324;20/04/2017;21/04/2017;First Class;BE-11455;Home Office;Cleveland;Ohio;44105;East;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;848,544;4
1296;CA-2015-138898;25/05/2015;29/05/2015;Standard Class;JH-16180;Consumer;Pueblo;Colorado;81001;West;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;845,728;13
2845;US-2016-162852;27/12/2016;31/12/2016;Standard Class;BG-11695;Corporate;Woodstock;Illinois;60098;Central;FUR-CH-10004853;Furniture;Chairs;Global Manager's Adjustable Task Chair, Storm;845,488;8
3552;CA-2016-152555;29/03/2016;2/04/2016;Second Class;ME-17320;Home Office;Chicago;Illinois;60653;Central;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;844,116;6
4662;CA-2015-112130;3/05/2015;7/05/2015;Standard Class;SV-20785;Consumer;Philadelphia;Pennsylvania;19140;East;FUR-CH-10002965;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;844,116;6
5612;CA-2017-121027;18/08/2017;22/08/2017;Standard Class;HW-14935;Corporate;Seattle;Washington;98105;West;TEC-AC-10002049;Technology;Accessories;Plantronics Savi W720 Multi-Device Wireless Headset System;843,9;2
7336;CA-2015-113152;25/12/2015;30/12/2015;Standard Class;JK-15625;Consumer;New York City;New York;10024;East;TEC-AC-10002049;Technology;Accessories;Plantronics Savi W720 Multi-Device Wireless Headset System;843,9;2
4435;CA-2016-168893;3/11/2016;8/11/2016;Second Class;AP-10915;Consumer;Henderson;Kentucky;42420;South;FUR-TA-10003392;Furniture;Tables;Global Adaptabilities Conference Tables;842,94;3
9349;CA-2016-114860;22/12/2016;28/12/2016;Standard Class;DN-13690;Consumer;Moreno Valley;California;92553;West;FUR-FU-10000277;Furniture;Furnishings;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;842,72;8
5149;CA-2017-128734;24/12/2017;31/12/2017;Standard Class;JL-15175;Home Office;Chandler;Arizona;85224;West;FUR-CH-10001394;Furniture;Chairs;Global Leather Executive Chair;842,376;3
3873;CA-2015-132486;23/10/2015;27/10/2015;Second Class;JF-15355;Consumer;San Diego;California;92105;West;FUR-CH-10001854;Furniture;Chairs;Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat;842,352;3
925;CA-2016-149797;15/09/2016;20/09/2016;Standard Class;AH-10075;Corporate;New York City;New York;10011;East;OFF-BI-10003650;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;841,568;2
3754;CA-2017-161956;27/08/2017;29/08/2017;Second Class;DR-12880;Corporate;Inglewood;California;90301;West;OFF-BI-10003650;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;841,568;2
1234;CA-2016-153682;30/05/2016;1/06/2016;First Class;BG-11695;Corporate;Cincinnati;Ohio;45231;East;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;839,988;2
145;CA-2017-155376;22/12/2017;27/12/2017;Standard Class;SG-20080;Consumer;Independence;Missouri;64055;Central;OFF-AP-10001058;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;839,43;3
6175;US-2014-106299;2/08/2014;8/08/2014;Standard Class;NZ-18565;Home Office;Springfield;Missouri;65807;Central;OFF-ST-10002011;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;838,38;2
3113;CA-2016-150350;23/08/2016;30/08/2016;Standard Class;MS-17770;Consumer;Seattle;Washington;98105;West;TEC-MA-10001972;Technology;Machines;Okidata C331dn Printer;837,6;3
4751;CA-2016-127649;7/10/2016;9/10/2016;First Class;DL-13495;Corporate;Spokane;Washington;99207;West;TEC-MA-10001972;Technology;Machines;Okidata C331dn Printer;837,6;3
1083;US-2016-143819;1/03/2016;5/03/2016;Standard Class;KD-16270;Consumer;Yonkers;New York;10701;East;FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;836,592;8
3944;US-2016-142685;23/06/2016;30/06/2016;Standard Class;MG-17695;Consumer;Buffalo;New York;14215;East;OFF-SU-10000157;Office Supplies;Supplies;Compact Automatic Electric Letter Opener;835,17;7
7552;CA-2014-140396;20/11/2014;25/11/2014;Standard Class;KH-16330;Corporate;New York City;New York;10024;East;TEC-PH-10004447;Technology;Phones;Toshiba IPT2010-SD IP Telephone;833,94;6
2210;CA-2014-125556;14/11/2014;16/11/2014;Second Class;ML-17410;Consumer;Fairfield;Connecticut;6824;East;TEC-PH-10001079;Technology;Phones;Polycom SoundPoint Pro SE-225 Corded phone;832,93;7
73;US-2015-134026;26/04/2015;2/05/2015;Standard Class;JE-15745;Consumer;Memphis;Tennessee;38109;South;FUR-CH-10000513;Furniture;Chairs;High-Back Leather Manager's Chair;831,936;8
1851;CA-2015-160472;20/07/2015;25/07/2015;Second Class;RK-19300;Consumer;South Bend;Indiana;46614;Central;TEC-AC-10002253;Technology;Accessories;Imation Bio 8GB USB Flash Drive Imation Corp;831,2;5
9075;CA-2014-136336;21/04/2014;26/04/2014;Standard Class;DB-13555;Corporate;Henderson;Kentucky;42420;South;OFF-ST-10002574;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;828,84;6
7136;CA-2017-141439;26/11/2017;1/12/2017;Standard Class;TT-21460;Home Office;Richmond;Indiana;47374;Central;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;828,6;3
3183;CA-2017-152912;9/11/2017;12/11/2017;Second Class;BM-11650;Corporate;Columbia;Maryland;21044;East;TEC-AC-10004666;Technology;Accessories;Maxell iVDR EX 500GB Cartridge;826,62;3
2436;CA-2015-154746;14/11/2015;17/11/2015;First Class;PJ-18835;Corporate;Springfield;Virginia;22153;South;OFF-AP-10003057;Office Supplies;Appliances;Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room;826,11;3
8637;CA-2014-160094;30/04/2014;2/05/2014;First Class;JM-16195;Consumer;Louisville;Kentucky;40214;South;OFF-ST-10000585;Office Supplies;Storage;Economy Rollaway Files;826;5
3513;CA-2017-140326;4/09/2017;6/09/2017;First Class;HW-14935;Corporate;Chicago;Illinois;60653;Central;FUR-BO-10000112;Furniture;Bookcases;Bush Birmingham Collection Bookcase, Dark Cherry;825,174;9
6969;CA-2015-110765;16/10/2015;20/10/2015;Second Class;MP-17965;Corporate;New York City;New York;10011;East;TEC-PH-10004165;Technology;Phones;Mitel MiVoice 5330e IP Phone;824,97;3
6399;CA-2017-151981;6/08/2017;12/08/2017;Standard Class;GM-14455;Home Office;Concord;New Hampshire;3301;East;TEC-PH-10003601;Technology;Phones;Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver;824,95;5
3815;CA-2016-152471;8/07/2016;8/07/2016;Same Day;ZD-21925;Consumer;Jacksonville;Florida;32216;South;TEC-PH-10002824;Technology;Phones;Jabra SPEAK 410 Multidevice Speakerphone;823,96;5
3857;US-2017-105389;23/10/2017;28/10/2017;Second Class;DM-13015;Consumer;San Antonio;Texas;78207;Central;TEC-PH-10002824;Technology;Phones;Jabra SPEAK 410 Multidevice Speakerphone;823,96;5
4074;US-2015-164308;24/09/2015;27/09/2015;First Class;SC-20680;Home Office;Broken Arrow;Oklahoma;74012;Central;TEC-PH-10004120;Technology;Phones;AT&T 1080 Phone;821,94;6
2552;CA-2017-101042;19/11/2017;23/11/2017;Standard Class;AB-10105;Consumer;Henderson;Kentucky;42420;South;FUR-FU-10004665;Furniture;Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;821,88;6
2649;CA-2014-131002;7/09/2014;12/09/2014;Second Class;TB-21400;Consumer;Tulsa;Oklahoma;74133;Central;FUR-FU-10004665;Furniture;Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray;821,88;6
2697;CA-2014-145317;18/03/2014;23/03/2014;Standard Class;SM-20320;Home Office;Jacksonville;Florida;32216;South;TEC-MA-10003626;Technology;Machines;Hewlett-Packard Deskjet 6540 Color Inkjet Printer;821,3;4
4507;US-2014-138247;24/12/2014;29/12/2014;Standard Class;BF-11170;Home Office;Los Angeles;California;90045;West;TEC-PH-10001530;Technology;Phones;Cisco Unified IP Phone 7945G VoIP phone;818,376;3
5630;US-2016-146066;21/08/2016;23/08/2016;Second Class;RB-19465;Home Office;Philadelphia;Pennsylvania;19143;East;FUR-TA-10002530;Furniture;Tables;Iceberg OfficeWorks 42 Round Tables;815,292;9
3553;CA-2016-152555;29/03/2016;2/04/2016;Second Class;ME-17320;Home Office;Chicago;Illinois;60653;Central;TEC-PH-10001254;Technology;Phones;Jabra BIZ 2300 Duo QD Duo Corded Headset;812,736;8
2874;CA-2017-137022;16/11/2017;22/11/2017;Standard Class;SW-20275;Consumer;San Diego;California;92105;West;OFF-ST-10001963;Office Supplies;Storage;Tennsco Regal Shelving Units;811,28;8
9731;CA-2014-111962;29/09/2014;4/10/2014;Standard Class;EB-14170;Consumer;Seattle;Washington;98115;West;OFF-ST-10000046;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;807,75;5
8244;CA-2014-109897;12/08/2014;16/08/2014;Standard Class;BW-11200;Consumer;San Francisco;California;94122;West;TEC-PH-10003691;Technology;Phones;BlackBerry Q10;806,336;8
3584;CA-2015-121650;10/12/2015;16/12/2015;Standard Class;KD-16495;Corporate;Jackson;Michigan;49201;Central;FUR-TA-10003569;Furniture;Tables;Bretford CR8500 Series Meeting Room Furniture;801,96;2
3817;CA-2015-102582;15/09/2015;19/09/2015;Standard Class;NW-18400;Consumer;Mobile;Alabama;36608;South;FUR-TA-10003569;Furniture;Tables;Bretford CR8500 Series Meeting Room Furniture;801,96;2
3915;US-2017-142573;18/07/2017;23/07/2017;Standard Class;ML-17410;Consumer;Phoenix;Arizona;85023;West;FUR-TA-10001932;Furniture;Tables;Chromcraft 48 x 96 Racetrack Double Pedestal Table;801,6;5
9396;CA-2014-125997;20/09/2014;23/09/2014;First Class;MW-18220;Consumer;New York City;New York;10011;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;801,568;2
503;US-2016-105578;30/05/2016;4/06/2016;Standard Class;MY-17380;Corporate;Parker;Colorado;80134;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568;2
1872;CA-2014-116932;21/07/2014;25/07/2014;Standard Class;ME-18010;Corporate;San Francisco;California;94122;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568;2
5881;CA-2016-133935;18/09/2016;22/09/2016;Standard Class;JW-15220;Corporate;San Diego;California;92105;West;FUR-CH-10001215;Furniture;Chairs;Global Troy Executive Leather Low-Back Tilter;801,568;2
4201;CA-2015-143105;10/12/2015;10/12/2015;Same Day;MA-17560;Home Office;New York City;New York;10024;East;TEC-CO-10002095;Technology;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;799,984;2
2731;CA-2017-104801;13/02/2017;19/02/2017;Standard Class;FH-14350;Consumer;Seattle;Washington;98105;West;TEC-AC-10001838;Technology;Accessories;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;799,96;4
7277;CA-2014-120670;2/11/2014;6/11/2014;Standard Class;JK-16120;Home Office;Fort Lauderdale;Florida;33311;South;TEC-AC-10004171;Technology;Accessories;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;799,92;10
6191;CA-2016-157259;24/12/2016;28/12/2016;Standard Class;JM-15535;Consumer;New York City;New York;10035;East;FUR-FU-10003192;Furniture;Furnishings;Luxo Adjustable Task Clamp Lamp;799,56;9
917;US-2014-141215;15/06/2014;21/06/2014;Standard Class;KL-16555;Corporate;San Antonio;Texas;78207;Central;FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;797,944;4
9749;US-2014-140914;11/11/2014;15/11/2014;Standard Class;BH-11710;Consumer;Chicago;Illinois;60653;Central;FUR-CH-10003379;Furniture;Chairs;Global Commerce Series High-Back Swivel/Tilt Chairs;797,944;4
3520;CA-2015-124975;22/06/2015;25/06/2015;First Class;MG-17875;Home Office;Aurora;Illinois;60505;Central;FUR-TA-10002645;Furniture;Tables;Hon Rectangular Conference Tables;796,425;7
5850;CA-2015-121783;10/11/2015;14/11/2015;Standard Class;PO-19180;Home Office;Roseville;Minnesota;55113;Central;OFF-ST-10000078;Office Supplies;Storage;Tennsco 6- and 18-Compartment Lockers;795,51;3
5745;US-2017-147886;28/03/2017;31/03/2017;First Class;DH-13075;Corporate;Fairfield;California;94533;West;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;795,48;7
